Epoch,train_rmse,r2_train,valid_rmse,r2_valid
53,0.035163052,0.9800737812496644,0.036514264,0.978468648871508
54,0.035087116,0.9801597503631048,0.036537055,0.9784417586577848
55,0.03494831,0.9803164209496712,0.036737666,0.9782043739118796
56,0.034828547,0.9804510991748066,0.03655208,0.978424024795398
57,0.034746543,0.98054302935051,0.036305714,0.9787138959836832
58,0.03464854,0.9806526444781264,0.036401946,0.97860090678966
59,0.03457695,0.9807325159859612,0.036461752,0.9785305303881436
60,0.03446186,0.980860561217768,0.036244527,0.9787855870037148
61,0.034371722,0.9809605520600184,0.036183096,0.978857440026768
62,0.034278274,0.9810639494805908,0.036350522,0.978661317338858
63,0.034223888,0.9811239689816562,0.03637665,0.9786306294077451
64,0.034118515,0.9812400269960804,0.0361862,0.9788538010563836
65,0.034017034,0.9813514569655062,0.0363518,0.9786598161450224
66,0.0339533,0.9814212847551896,0.03623512,0.9787965935225936
67,0.03385168,0.9815323182378352,0.03611133,0.9789412207535488
68,0.03380175,0.9815867562786352,0.03621681,0.9788180137067528
69,0.033725966,0.9816692264081976,0.036029853,0.9790361379673798
70,0.033652317,0.9817492294217116,0.035895906,0.9791917190842868
71,0.03359099,0.9818156651694648,0.035819087,0.979280692544781
72,0.033517554,0.9818950876089972,0.03587631,0.9792144346534336
73,0.03344743,0.981970773062238,0.03595894,0.9791185812889156
74,0.033381402,0.9820418664782388,0.03578329,0.9793220781690388
75,0.03332619,0.9821012319538652,0.03567414,0.9794480379346788
76,0.03329525,0.9821344425153828,0.035624318,0.9795054006609792
77,0.033220142,0.9822149715708216,0.03556605,0.9795723941539688
78,0.033177063,0.9822610481757446,0.03548438,0.979666097202134
79,0.03312793,0.9823135587049284,0.03562309,0.9795068203970576
80,0.03305954,0.9823865088708398,0.035547923,0.9795932075280288
81,0.03301567,0.982433225443266,0.035617985,0.9795126865884908
82,0.032982238,0.9824687941767344,0.035664782,0.9794588148621074
83,0.032948013,0.982505143564984,0.035627875,0.9795013054150336
84,0.03290434,0.9825514899161364,0.035577033,0.979559772220584
85,0.032852482,0.9826064553502172,0.035573576,0.9795637469279312
86,0.032847233,0.9826120095568168,0.03552343,0.9796213226080204
87,0.03281778,0.9826431827664156,0.035476785,0.9796748018839196
88,0.032779347,0.9826838078914698,0.035366915,0.9798005002209242
89,0.032757916,0.9827064346349318,0.035414107,0.9797465593854078
90,0.032747775,0.9827171443887518,0.035370223,0.9797967186410872
91,0.0327147,0.9827520412029148,0.035425153,0.9797339212786728
92,0.032657497,0.9828122948815222,0.035492647,0.9796566211154052
93,0.032674797,0.982794076618816,0.035357863,0.9798108407379048
94,0.032687552,0.9827806591698912,0.035372782,0.97979379668306
95,0.032646965,0.9828233920714232,0.035432935,0.9797250168228372
96,0.032652177,0.9828179105224312,0.03542034,0.9797394304323216
97,0.032631855,0.9828392864685808,0.035440102,0.9797168141773236
98,0.032630585,0.9828406357325794,0.03540325,0.9797589648938668
99,0.032621864,0.9828497965885732,0.035436034,0.9797214645022077
100,0.03261005,0.9828622107893552,0.035432547,0.9797254612893652
101,0.03261441,0.9828576331194075,0.035431013,0.9797272144943752
102,0.032614157,0.9828578966978396,0.035426263,0.9797326520076906
103,0.032608304,0.9828640531365848,0.03543781,0.97971943698968
104,0.03263637,0.9828345238302938,0.03542999,0.979728384704468
105,0.03259837,0.9828744939177346,0.03546556,0.9796876547658582
106,0.032634243,0.982836786592326,0.03537163,0.9797951101940956
107,0.032633536,0.9828375176817242,0.035390086,0.979774023539902
108,0.03263869,0.9828321027599758,0.035342336,0.9798285711700818
109,0.03266834,0.9828008742221483,0.035299793,0.9798770975984796
110,0.032668266,0.9828009665000288,0.035266444,0.9799151074055792
