Epoch,train_rmse,r2_train,valid_rmse,r2_valid
96,0.005894418,0.9992962059038428,0.005676367,0.9993486216278464
97,0.005897723,0.9992954161078056,0.0056881653,0.9993459109553098
98,0.005888764,0.9992975545791324,0.005665355,0.9993511463236494
99,0.0058966195,0.9992956797795624,0.0056485194,0.9993549970435928
100,0.0058875172,0.99929785235493,0.0056455126,0.9993556834168152
101,0.005879597,0.9992997402942564,0.0056423037,0.9993564155030836
102,0.0058896192,0.9992973512626632,0.005651913,0.9993542215123278
103,0.005894019,0.9992963008020732,0.0056824572,0.9993472229805556
104,0.0058931126,0.9992965168520416,0.0056965547,0.9993439799478658
105,0.0058940016,0.9992963049218708,0.00568073,0.9993476198777368
106,0.005901823,0.9992944367234464,0.0057169474,0.9993392747554362
107,0.0058992463,0.9992950523315496,0.005698715,0.9993434822738544
108,0.0059025213,0.999294269531238,0.0057035703,0.9993423631725123
109,0.0059031774,0.9992941126494912,0.0056629465,0.9993516979311308
110,0.005907855,0.9992929926472652,0.005698258,0.9993435875078808
