Epoch,train_rmse,r2_train,valid_rmse,r2_valid
1,0.051750895,0.9375210364428278,0.016056072,0.9940413930551872
2,0.017884802,0.992537809195106,0.014721435,0.9949908227348015
3,0.014962346,0.994777269889434,0.012665217,0.9962924118852444
4,0.013502906,0.99574643789059,0.012499528,0.9963887837734702
5,0.012489888,0.996360722244816,0.011553768,0.9969145855536096
6,0.011703082,0.9968047967863108,0.011108391,0.9971478752451144
7,0.011089982,0.9971308051072898,0.010404134,0.9974980531048264
8,0.010592171,0.9973826109211582,0.010152078,0.9976178115039268
9,0.010167924,0.9975880814261864,0.009702329,0.99782420453803
10,0.009805487,0.9977569621184852,0.0090538785,0.9981053214312612
11,0.009461562,0.99791155124548,0.009001546,0.9981271606592844
12,0.00919694,0.9980267378020748,0.009567162,0.997884405071455
13,0.008931167,0.9981391364169336,0.008825249,0.9981998033378404
14,0.008701416,0.9982336447731168,0.0075043547,0.9986983537462918
15,0.008467991,0.9983271424343418,0.008189073,0.9984499866531386
16,0.008292035,0.9983959402627924,0.008466309,0.998343259707805
17,0.008121139,0.9984613773356362,0.0077637658,0.9986068078764976
18,0.007957306,0.9985228312662534,0.008459664,0.9983458597648424
19,0.0078115263,0.9985764596785484,0.007313727,0.9987636435278516
20,0.0076877647,0.9986212093914532,0.007610116,0.998661406496196
21,0.0075097834,0.998684311604919,0.0071777874,0.998809176601229
22,0.007431194,0.9987117053507962,0.00703947,0.998854629247192
23,0.007315961,0.9987513494926036,0.0070942594,0.9988367307709416
24,0.00722708,0.998781504445771,0.0074379193,0.998721298690691
25,0.007118513,0.9988178387144724,0.0067422176,0.9989493168619188
26,0.007018416,0.9988508517254148,0.0066995365,0.998962577254122
27,0.006944921,0.9988747922023424,0.0064873584,0.999027248606742
28,0.0072293067,0.9987807534354138,0.0069523854,0.9988827923376647
29,0.0067279907,0.9989439874646556,0.006161396,0.999122545631479
30,0.0066742594,0.9989607878310808,0.0066194492,0.9989872320978196
31,0.006602376,0.9989830521675068,0.0064538196,0.9990372805527682
32,0.006594008,0.998985627680574,0.006615919,0.998988312046146
33,0.006506961,0.9990122321364676,0.0060071335,0.9991659332079416
34,0.0064592483,0.9990266648860586,0.0058977944,0.99919601980771
35,0.0064134025,0.999040433312098,0.006320421,0.9990766673089666
36,0.0063240454,0.9990669865031712,0.0064944974,0.999025106274356
37,0.00629494,0.9990755551032664,0.006006958,0.9991659819527988
38,0.0062604765,0.9990856496161544,0.0059153195,0.9991912344877328
39,0.006197108,0.9991040653870172,0.0058045937,0.9992212288856795
40,0.006121435,0.9991258128964768,0.006194646,0.9991130499965788
41,0.0060768942,0.9991384874533688,0.005639381,0.9992649295117576
42,0.00603686,0.9991498014489256,0.005573718,0.9992819473708112
43,0.0059751277,0.9991671011877916,0.0058992985,0.9991956096368164
44,0.005954083,0.9991729572948038,0.005495794,0.9993018846776964
45,0.0058970284,0.9991887313942692,0.005459477,0.999311080898623
46,0.0058474545,0.9992023147519312,0.0052898517,0.9993532250907704
47,0.005802373,0.9992145660854056,0.005749448,0.9992359558150068
48,0.0057828175,0.9992198514456312,0.0052214405,0.9993698457878906
49,0.0057450607,0.9992300060638422,0.0051654293,0.999383292780736
50,0.0056993626,0.9992422069885208,0.0051846914,0.9993786848200308
51,0.005654719,0.9992540321883902,0.005192024,0.9993769261312792
52,0.005629754,0.9992606044942588,0.005098569,0.9993991544152732
53,0.0056025945,0.9992677211985967,0.005274273,0.9993570288955158
54,0.0055622864,0.9992782195205748,0.0050924877,0.9994005868294636
55,0.0055292416,0.9992867697202752,0.0050029494,0.9994214800119386
56,0.005486205,0.99929783077729,0.005127541,0.9993923067126672
57,0.00546228,0.999303941185912,0.0050165113,0.9994183393786058
58,0.0054436116,0.9993086909929232,0.0050232923,0.9994167655279894
59,0.0054042875,0.9993186423031086,0.0051303925,0.9993916305427528
60,0.005381921,0.9993242704800772,0.0049922783,0.9994239452358652
61,0.0053647994,0.9993285631699212,0.0051798983,0.9993798330068516
62,0.0053290357,0.9993374853963668,0.005055693,0.9994092176513236
63,0.005297789,0.9993452325674425,0.0051174397,0.9993946986283712
64,0.0052785575,0.9993499771793356,0.0051436606,0.9993884797951028
65,0.0052538747,0.999356042336112,0.005251995,0.999362449270504
66,0.00522945,0.99936201570505,0.004991135,0.9994242090993326
67,0.0051967753,0.999369962888242,0.0048927264,0.9994466905198872
68,0.005187428,0.9993722274644926,0.0048977034,0.9994455643751192
69,0.0051560905,0.9993797891235544,0.004993786,0.999423597307201
70,0.0051344014,0.9993849963524244,0.0049791215,0.9994269775710516
71,0.0051255594,0.9993871126610292,0.0050162557,0.9994183985299908
72,0.0050970647,0.9993939078926388,0.005116355,0.9993949552326632
73,0.0050815297,0.9993975974095536,0.004910089,0.999442756565787
74,0.005059378,0.9994028374882816,0.004870984,0.999451597448064
75,0.0050524776,0.9994044655488332,0.0048476225,0.9994568450990282
76,0.005033464,0.9994089397457564,0.0048595276,0.9994541738745384
77,0.0050182766,0.999412500839856,0.004924892,0.9994393916932878
78,0.0049986304,0.9994170918293332,0.004963189,0.9994306388755224
79,0.0049894876,0.9994192222658722,0.004809927,0.9994652594244972
80,0.0049723485,0.9994232054808332,0.0048374007,0.9994591333644508
81,0.0049626464,0.9994254542384154,0.0047350065,0.9994817881487642
82,0.0049455515,0.9994294054403952,0.004782536,0.9994713324326676
83,0.004930812,0.9994328015645276,0.0047784396,0.9994722376249346
84,0.004923867,0.9994343980401662,0.0047228266,0.999484450793511
